Year,Rk,Player,Team,Age,GP,W,L,Min,Pts_Off_TO,second_pts,FBPS,PITP,OPP_PTs_off_TO,OPP_sec_pts,OPP_FBPS,OPP_PITP,BLK,BLKA,PF,PFD
2018,361,Kyle Collinsworth,DAL,26,32,9,23,15,0.5,0.4,0.2,2.1,3.6,3.6,4.4,13.1,0.3,0.4,1.4,1
2018,367,Timofey Mozgov,BKN,31,31,12,19,11.6,0.3,0.9,0.2,3,4.9,2.6,2.7,11.1,0.4,0.2,1.3,1.1
2018,367,Dakari Johnson,OKC,22,31,21,10,5.2,0.5,0.4,0.2,1.1,1.5,0.7,1,3.5,0.3,0.1,0.9,0.5
2018,367,Jabari Parker,MIL,23,31,16,15,24,2.3,1.6,1.8,6.1,9.5,7.7,7.2,25.7,0.3,0.5,1.6,1.2
2018,370,Tyrone Wallace,LAC,24,30,17,13,28.4,1.8,0.8,2.7,6.1,11.7,8.7,9.8,28.7,0.4,1.2,2.8,1.7
2018,370,Dion Waiters,MIA,26,30,16,14,30.6,2.1,1.1,1,5.5,10.6,7.7,5.9,27.9,0.3,0.6,2,2.5
2018,370,Nerlens Noel,DAL,24,30,6,24,15.7,0.8,0.8,0.1,3.5,5.4,3.4,4.7,13.5,0.7,0.3,2,1.4
2018,373,Ron Baker,NYK,25,29,12,17,13.3,0.4,0.1,0.1,0.6,4.6,3.7,2.1,11.7,0.2,0,1.1,0.7
2018,373,Dwight Buycks,DET,29,29,10,19,14.7,1.5,0.2,0.9,2.9,4.8,3.1,3.2,12.3,0.1,0.9,1.3,1.5
2018,375,Jahlil Okafor,BKN,22,28,7,21,12.6,0.6,1.2,0.2,4.9,5.5,3.5,2.8,12.7,0.6,0.5,1.8,1.3
2018,375,Brandan Wright,HOU,30,28,11,17,13.6,0.8,1.1,0.8,4,4.1,3.4,2.9,10.6,0.9,0.3,1.1,0.9
2018,375,Rashad Vaughn,ORL,21,28,13,15,7.6,0.5,0.2,0.2,0.4,2.7,2.5,1.4,7.5,0.1,0.1,0.5,0.2
2018,375,Ramon Sessions,WAS,32,28,10,18,14,0.9,0.4,0.4,2.1,5,3.7,4,14.6,0.1,0.3,1,1.6
2018,379,Caleb Swanigan,POR,21,27,16,11,7,0.3,0.7,0.2,1.6,2,1.4,1.8,5.9,0.1,0.1,1.4,0.6
2018,379,Jonathan Isaac,ORL,20,27,11,16,19.8,1.3,0.6,0.7,2.4,7.6,5.6,5.5,18.4,1.1,0.2,1.8,1.4
2018,381,Emeka Okafor,NOP,35,26,16,10,13.6,0.6,1,0.5,3,5,4.3,4.9,14.5,1,0.4,1.2,0.8
2018,381,Malachi Richardson,TOR,22,26,8,18,12.4,0.8,0.1,0.3,0.6,3.7,3.1,3.5,10.9,0,0.3,1,0.7
2018,381,DeAndre' Bembry,ATL,23,26,8,18,17.5,1.2,0.6,1.1,3.2,6.3,5.3,4,15.5,0.5,0.4,1.5,1.3
2018,384,Alex Poythress,IND,24,25,10,15,4.2,0.1,0,0.1,0.6,0.8,1.3,1.1,4.8,0,0,0.6,0.1
2018,384,Derrick Rose,MIN,29,25,15,10,16.8,1.2,0.5,1.4,5,6.8,5,5,19.4,0.2,0.6,0.6,1.2
2018,384,Juancho Hernangomez,DEN,22,25,15,10,11.1,0.4,0.8,0.5,1.1,4.2,2.7,3.6,10.6,0.1,0.2,1,0.5
2018,384,Cameron Payne,CHI,23,25,7,18,23.3,1.1,1,1.7,3.4,7.4,5.4,4.7,19.8,0.4,0.8,1.8,1
2018,388,Zach LaVine,CHI,23,24,9,15,27.3,2.5,1.5,2.5,6.3,9.4,5.5,6.5,27.5,0.2,1.3,2.3,2.8
2018,388,Terrence Ross,ORL,27,24,10,14,25,1.7,0.8,0.8,2.4,8.2,7,6.5,26.3,0.5,0.4,1.9,1.1
2018,388,John Holland,CLE,29,24,17,7,7.3,0.3,0.4,0.3,0.5,2.9,2,1.7,7.6,0.1,0.1,0.4,0.5
2018,388,Ryan Arcidiacono,CHI,24,24,6,18,12.7,0.6,0,0.2,0.5,4.5,2.5,2.6,10.9,0,0,0.8,0.7
2018,392,Danuel House,PHX,25,23,6,17,17.5,1.4,1,1.7,3.4,5.8,4.9,4.4,13.9,0.3,0.5,1,1.1
2018,392,Glenn Robinson III,IND,24,23,14,9,14.7,0.7,0.8,0.6,1.4,4.1,3.5,4.1,12.5,0,0.2,0.6,0.7
2018,392,Julyan Stone,CHA,29,23,10,13,7.6,0.1,0.1,0,0,2.3,2.1,1.9,7.1,0.1,0,0.9,0.3
2018,392,Shaquille Harrison,PHX,24,23,3,20,16.7,1.9,0.4,1.9,4.5,6.6,4.1,3.9,14.3,0.3,0.7,1.8,1.6
2018,392,Andrew Bogut,LAL,33,23,7,16,9.4,0.2,1,0.1,1.4,3.7,2.8,2.4,8.2,0.6,0,1.7,0.3
2018,392,Quincy Pondexter,CHI,30,23,6,17,8.5,0.7,0.3,0.4,0.9,3,1.8,1.7,6.9,0.1,0.2,1,0.4
2018,392,Jordan Mickey,MIA,23,23,15,8,12.4,0.5,0.7,0.2,3,4,3.6,1.8,11,0.4,0.3,1.6,0.7
2018,392,Gary Payton II,LAL,25,23,10,13,9.6,0.7,0.6,0.3,1.9,2.7,2.6,2.5,9.3,0.1,0.2,1.3,0.2
2018,400,JaKarr Sampson,SAC,25,22,6,16,15.6,1,1.2,0.2,3.4,4.5,3.8,3.8,12.4,1,0.3,2.2,0.9
2018,400,D.J. Wilson,MIL,22,22,12,10,3.2,0.2,0.2,0.2,0.6,1.1,0.7,0.7,3.1,0,0,0.3,0
2018,400,Tony Allen,NOP,36,22,12,10,12.4,0.9,0.9,1.1,3.5,4.5,3.9,2.1,10.8,0.1,0.5,2.2,0.8
2018,403,Cole Aldrich,MIN,29,21,14,7,2.3,0,0,0,0.5,0.9,1.3,0.4,1.7,0,0,0.5,0.1
2018,403,Danilo Gallinari,LAC,29,21,11,10,32,1.8,1.2,1.5,3.7,9.8,7,9,28.4,0.5,0.7,1.4,3.8
2018,403,Troy Williams,NYK,23,21,7,14,14.6,1.5,1.1,1.5,3.6,5.9,3.7,4.2,15.7,0.2,0.1,1.6,1
2018,403,Dorian Finney-Smith,DAL,25,21,4,17,21.3,0.7,1.2,0.5,2.1,5.1,4.4,6.8,19,0.2,0.4,2,0.6
2018,403,Davon Reed,PHX,23,21,2,19,11.5,0.3,0.2,0.3,0.8,3.4,2.2,2.8,10.8,0.1,0.3,0.8,0.5
2018,408,Derrick Jones Jr.,MIA,21,20,9,11,12.3,0.5,1.1,0.6,1.8,4.3,2.7,2.3,11,0.7,0.2,1.2,1
2018,408,Isaiah Canaan,PHX,27,20,9,11,21.1,1.6,0.4,1.3,2.8,7.4,5.6,5.7,19.8,0.1,0.6,1.8,2.1
2018,408,Alec Peters,PHX,23,20,2,18,11.2,0.3,0.3,0.6,0.8,2.8,2.9,2.8,9.8,0.1,0,0.7,0.5
2018,408,Myke Henry,MEM,25,20,3,17,18.9,1.2,0.7,0.6,1.9,6.5,5.3,5.9,18.3,0.3,0.4,1.4,0.5
2018,408,Luke Kornet,NYK,22,20,6,14,16.3,0.5,1.1,0.5,1.8,5.3,5.9,3.7,16.3,0.8,0.2,1.4,0.9
2018,408,Richard Jefferson,DEN,38,20,10,10,8.2,0.3,0.2,0.1,0.9,3.5,1.7,3.3,7.8,0.1,0.1,0.6,0.4
2018,408,Bobby Brown,HOU,33,20,17,3,5.7,0.6,0.2,0,0.4,2.5,0.8,1.3,5.2,0,0.1,0.3,0.1
2018,415,Antonio Blakeney,CHI,21,19,3,16,16.5,1.2,0.6,2.3,2.2,4.5,3.7,3.4,14.3,0.1,0.5,1,1.3
2018,415,Darrell Arthur,DEN,30,19,12,7,7.4,0.3,0.1,0,0.6,2.8,1.6,1.5,8.1,0.2,0.1,1.2,0.2
2018,415,Damien Wilkins,IND,38,19,10,9,8,0.2,0.3,0.1,0.8,1.7,1.9,1.8,8.4,0.1,0,0.4,0.2
2018,415,Chris McCullough,WAS,23,19,11,8,4.7,0.3,0.3,0.4,1.4,1.5,1.4,1.6,4,0.3,0.1,0.4,0.4
2018,419,Omer Asik,CHI,31,18,7,11,10.1,0.2,0.2,0,0.8,4.5,2,2.7,9.6,0.2,0.2,1.1,0.7
2018,419,Zhou Qi,HOU,22,18,14,4,6.9,0.1,0.1,0.2,0.4,2.8,1.9,0.9,6.3,0.8,0.2,0.8,0.4
2018,419,Isaiah Hicks,NYK,23,18,4,14,13.3,1.1,0.3,0.3,3,4.7,4,2.5,12.7,0.2,0.5,2.5,0.8
2018,419,Briante Weber,MEM,25,18,8,10,13.1,0.8,0.2,0.7,1.2,4.5,3.5,4.7,14.1,0.3,0.2,1.6,0.8
2018,419,Rodney McGruder,MIA,26,18,11,7,16.6,1,0.6,1.3,2,4.3,3.8,3.6,13.7,0.2,0.1,1.2,0.7
2018,419,Kadeem Allen,BOS,25,18,9,9,6,0.1,0.1,0.1,0.6,2.1,1.1,1.1,5.8,0.1,0.1,0.8,0.4
2018,419,Josh Magette,ATL,28,18,3,15,12,0.3,0.2,0.2,0.2,3.5,2.3,2.3,11.9,0.1,0.1,0.9,1
2018,419,Brice Johnson,MEM,24,18,2,16,5.5,0.6,0.7,0.1,1.8,2.4,1.4,1.7,5.4,0.3,0.2,0.7,0.2
2018,427,Travis Wear,LAL,27,17,7,10,13.4,0.7,0.1,0.2,0.2,4.5,2.9,3,12.4,0.3,0.1,1.8,0.5
2018,427,Antonius Cleveland,ATL,24,17,7,10,7.2,0,0.1,0,0.2,2.2,2,1.8,6.6,0.3,0.1,1.4,0.3
2018,427,Georgios Papagiannis,POR,20,17,3,14,7.2,0.1,0.4,0,1.5,2.4,1.9,1,7.8,0.4,0.1,0.7,0.2
2018,427,Derrick White,SAS,23,17,7,10,8.2,0.5,0.3,0.2,0.7,1.8,2.5,1.4,7.3,0.2,0.1,0.5,0.8
2018,431,Derrick Walton Jr.,MIA,23,16,8,8,9.2,0.1,0.4,0.1,0,2.5,2.3,1.3,7.5,0.2,0.1,0.4,0.4
2018,431,Rodney Purvis,ORL,24,16,5,11,18.1,0.8,0.4,1.2,1.4,5.3,4.8,5.9,16.6,0.2,0.1,1.6,0.6
2018,431,Jalen Jones,DAL,25,16,3,13,11.3,0.8,1.3,0,1.9,3.7,2.4,3.1,10.4,0.1,0.6,1.4,1.1
2018,431,Isaiah Whitehead,BKN,23,16,2,14,11.2,0.2,0.7,0.4,3.8,5.5,2.1,1.9,11.3,0.1,0.5,1.4,0.8
2018,431,Kay Felder,DET,23,16,6,10,8.7,0.3,0,0,1.1,3.8,2.6,2.3,8.1,0.1,0.3,0.7,1
2018,436,Damian Jones,GSW,23,15,7,8,5.9,0.3,0.3,0.1,1.3,0.9,2.1,1.3,5.9,0.2,0.2,0.9,0.7
2018,436,Jamil Wilson,LAC,27,15,6,9,18.3,1.2,1,0.7,0.8,4.7,4.7,5.5,14.5,0.5,0.1,2.3,0.5
2018,436,Thomas Bryant,LAL,20,15,7,8,4.8,0.7,0.1,0.3,0.7,1.6,1.3,1.1,6.4,0.1,0,0.4,0.6
2018,436,Demetrius Jackson,PHI,23,15,12,3,5.3,0.3,0.1,0,0.8,2.3,0.9,0.5,4.5,0.1,0.2,0.5,0.1
2018,436,Andrew White III,ATL,25,15,1,14,13.9,0.7,0.4,0.9,0.8,6.3,3.9,4.1,12.3,0.1,0.1,0.8,0.4
2018,436,Damion Lee,ATL,25,15,4,11,27,1.7,1.7,1.1,4.9,10,5.3,8,23.7,0.1,0.9,1.7,1.9
2018,436,Jamel Artis,ORL,25,15,4,11,18.6,1,0.6,0.4,2,5.5,4.2,4.9,16.1,0.2,0.2,0.7,0.7
2018,436,Malcolm Miller,TOR,25,15,15,0,8.4,0.2,0.2,0.2,0.7,3.7,1.8,3.1,7.7,0.1,0,0.7,0.2
2018,436,Nick Collison,OKC,37,15,9,6,5,0,0.3,0.1,1.7,1.5,1.3,1.6,3.6,0,0,0.5,0.7
2018,445,Iman Shumpert,SAC,28,14,9,5,19.7,0,0.5,0.2,1,7,6.1,3.9,17.7,0.3,0.2,1.6,1
2018,445,London Perrantes,CLE,23,14,8,6,4.7,0,0.1,0,0.3,1.9,1,1.4,5.6,0.1,0.1,0.4,0.1
2018,445,Dante Exum,UTA,22,14,10,4,16.8,0.7,0.4,1,5.1,5.3,5.1,2.9,14.3,0.2,0.3,1.4,1.9
2018,445,Lorenzo Brown,TOR,27,14,9,5,9.9,0.1,0.1,0.8,1.1,2.9,1.8,1.9,7.4,0,0.1,0.5,0.1
2018,445,Udonis Haslem,MIA,38,14,9,5,5.1,0.2,0,0,0.3,1.2,1.6,0.6,3.9,0.1,0,0.2,0.3
2018,445,Alfonzo McKinnie,TOR,25,14,13,1,3.8,0,0.1,0,0.6,1.1,1.6,0.4,3.7,0.1,0,0.6,0.2
2018,445,Darrun Hilliard,SAS,25,14,8,6,6.8,0,0,0.1,0.3,2.4,2.2,1.8,6.1,0,0.1,0.5,0.4
2018,445,Furkan Korkmaz,PHI,20,14,11,3,5.7,0.6,0.1,0.5,0.4,2.2,0.8,1.6,6.6,0.1,0.1,0.9,0.3
2018,445,Markelle Fultz,PHI,20,14,11,3,18.1,1.1,0.9,0.9,5.7,5.3,4.9,3.1,16.4,0.3,1.3,1.6,1.4
2018,445,Brandon Jennings,MIL,28,14,8,6,14.7,0.1,0.4,0.5,1.4,5.6,4.6,6,17.9,0.3,0.1,0.8,0.9
2018,455,Charles Cooke,NOP,23,13,8,5,2.9,0,0,0,0.2,1.1,0.4,0.4,2.2,0,0.1,0,0.2
2018,455,Jabari Bird,BOS,23,13,8,5,8.8,0.5,0.5,0.2,1.8,3.5,1.8,2,8.9,0.1,0.2,0.5,0.5
2018,457,Mike Conley,MEM,30,12,7,5,31.1,1.9,0.8,1.7,5.8,7.8,9.8,7.2,26.8,0.3,0.7,2,4.8
2018,457,Solomon Hill,NOP,27,12,8,4,15.6,0.8,0.3,0.5,1,6.4,4.7,4.5,15.8,0.1,0.3,1.8,0.7
2018,457,Bruno Caboclo,SAC,22,12,4,8,8.8,0.6,0.7,0,0.7,3.4,2.1,1.9,6.8,0.3,0.1,0.7,0.4
2018,457,Kyle Singler,OKC,30,12,5,7,4.9,0.4,0.2,0.3,0.8,1.6,0.7,1.1,3.3,0,0.2,0.3,0.7
2018,461,Johnathan Motley,DAL,23,11,1,10,16,0.8,1.9,0.5,6.4,5.1,4,4.5,15.1,0.2,0.6,1.6,2.1
2018,461,Patrick Beverley,LAC,29,11,5,6,30.3,1.9,1.1,1.6,4.4,10.7,7,7.6,22.4,0.5,0.4,3.1,2.7
2018,461,Ike Anigbogu,IND,19,11,5,6,2.7,0,0.7,0,0.2,0.5,0.9,1.2,5.3,0.3,0.2,0.1,0.3
2018,464,Larry Drew II,NOP,28,10,6,4,7,0.5,0.6,0.2,0.4,2.4,2,1.1,6.4,0,0,0.6,0.2
2018,464,Mirza Teletovic,MIL,32,10,4,6,15.9,0.3,0,0.3,0.4,7.6,3,1.2,12,0.1,0.1,1.4,0.4
2018,464,James Webb III,BKN,24,10,1,9,12,0.5,0,0.5,0.4,4.2,3.6,3.3,12.2,0,0,1,0.1
2018,464,Milton Doyle,BKN,24,10,2,8,12.5,0.7,0.5,0.9,1.8,4.7,3.5,3.6,14,0.2,0.5,1.3,0.8
2018,468,Jeff Withey,DAL,28,9,2,7,4.4,0.6,0.2,0.3,0.9,1.2,1.1,0.6,2.4,0.3,0.1,0.3,0.4
2018,468,Nigel Hayes,SAC,23,9,6,3,13.6,0.9,0.8,0,0.2,4.7,3.6,3.6,12,0.3,0,0.9,0.3
2018,468,Tony Bradley,UTA,20,9,6,3,3.2,0,0.4,0,0.7,0.3,0.8,0.8,1.3,0,0.1,0.1,0.1
2018,468,Kawhi Leonard,SAS,27,9,5,4,23.3,3.6,1.2,2.7,5.1,7.7,6.2,6.1,22.2,1,0.6,1,3
2018,468,Georges Niang,UTA,25,9,9,0,3.5,0.3,0.2,0,0.9,2.1,0.2,0.7,2.7,0,0.1,0.1,0.2
2018,468,Aaron Harrison,DAL,23,9,2,7,25.9,0.8,1,1.2,1.6,7.2,6.7,7.2,25.3,0.2,0,3,1.4
2018,474,Jon Leuer,DET,29,8,5,3,17.1,1.5,0.8,1,3,5.6,3.4,2.3,17,0.4,0.4,2,1.6
2018,474,Marshall Plumlee,MIL,25,8,5,3,6.5,0.8,0.3,0.5,0.3,3.5,1.3,1,7.8,0.1,0.3,1.3,1.3
2018,476,MarShon Brooks,MEM,29,7,2,5,27.5,5,3,2.3,7.4,8.9,7.3,9.4,27.7,0.4,0.6,0.9,2.4
2018,476,Wade Baldwin IV,POR,22,7,4,3,11.5,0.3,0,0.7,2.6,4.7,2,3.7,8.9,0.1,0.1,1.7,1
2018,476,Gian Clavell,DAL,24,7,0,7,9.1,0.4,0.4,0,0,3.1,2.1,0.9,6.6,0,0,1.1,0.9
2018,476,Joakim Noah,NYK,33,7,1,6,5.7,0.3,0.4,0,1.4,1.3,0.3,1.7,4.9,0.3,0,0.7,0.9
2018,476,Jack Cooley,SAC,27,7,4,3,12.5,0.4,1.7,0.4,3.7,3.4,4.1,3,10.9,0,0.6,1.9,2.7
2018,481,Joel Bolomboy,MIL,24,6,3,3,6.3,0,0.8,0.3,0.7,3,1,1.7,4.7,0,0.2,0.5,0.5
2018,481,Daniel Hamilton,OKC,22,6,5,1,4.6,0.8,0,0.3,1,1,1.3,0.7,5,0,0.2,0.3,0.2
2018,481,James Young,PHI,22,6,4,2,10.2,0.7,0,0.3,0.7,4.8,4.3,3.2,7.7,0,0,0.7,0.5
2018,481,Jaylen Morris,ATL,22,6,2,4,16.4,0.5,0.7,0.7,3,8.5,5.3,6,13.3,0.2,0.8,0.3,0.3
2018,481,Okaro White,CLE,25,6,2,4,13.3,1.2,0.8,0.5,0.7,5.5,3,2.7,14.7,0.2,0.2,1,1
2018,481,Xavier Munford,MIL,26,6,2,4,3.5,0.2,0,0,0,0.8,0.8,0.8,3.3,0,0,0.7,0.2
2018,487,Jacob Wiley,BKN,23,5,1,4,6.7,0.6,0,0,0,2.4,0.4,0.8,5.2,0,0,0.8,0.2
2018,487,Vander Blue,LAL,25,5,1,4,9,0.4,0,0,0.4,4.8,2,0,6.8,0,0,0.4,0.2
2018,487,Adreian Payne,ORL,27,5,0,5,8.5,1,1.2,0,1.2,3,3.2,2.6,8.4,0,0,1.2,1
2018,487,Nate Wolters,UTA,27,5,3,2,3.8,0,0,0,0.4,0.6,1,0.6,1.2,0,0.2,0.2,0.2
2018,487,Marcus Paige,CHA,24,5,4,1,5.6,0,0,0.6,0.4,0.6,0.8,2.2,6,0,0.2,0,0.2
2018,487,Alan Williams,PHX,25,5,1,4,14.1,0.4,0.4,0,2.8,4.6,2.8,2.2,10.8,0.2,0.6,2.6,1.8
2018,487,Jordan Crawford,NOP,29,5,3,2,10.7,1,1.2,0.4,1.2,5.6,5,4.2,15.2,0.2,0.4,1.4,0
2018,487,Walter Lemon Jr.,NOP,25,5,4,1,7,0.4,0,0.8,2.4,1.4,2,3.6,10.8,0.2,0.8,1,0.8
2018,487,Josh Gray,PHX,24,5,0,5,17.3,0.4,1,0,2.4,7,3.4,5.4,16,0.4,1.2,1.6,1.6
2018,487,Xavier Rathan-Mayes,MEM,24,5,0,5,23.6,0.2,0,0.8,2.4,11.8,7.8,7.6,21.6,0.6,0.6,3.6,2.6
2018,487,RJ Hunter,HOU,24,5,3,2,9,0,0,0,1.2,2.8,2.6,2.6,7.2,0,0.2,1.4,1
2018,498,Vincent Hunter,MEM,23,4,0,4,1.9,0,0.5,0,1,0.5,0,0.5,0.5,0.3,0,0,0
2018,498,Nicolas Brussino,ATL,25,4,0,4,2.5,0,0,0,0,0,0,0,1.5,0,0,0,0
2018,498,Markel Brown,HOU,26,4,4,0,7.9,0,0,0,0,2.5,3.8,1.5,8.5,0,0,1.5,0.3
2018,498,Omari Johnson,MEM,29,4,1,3,18.8,0,1,0,2,7.5,6,9.3,16,0,0.3,1.5,0
2018,498,Erik McCree,UTA,24,4,4,0,1.9,0,0,0,0,1,0.5,0.5,3.5,0,0.3,0,0
2018,498,Mangok Mathiang,CHA,25,4,3,1,5,1,0.5,0.5,2,1.8,0.5,2.3,4.5,0,0,1.3,0.3
2018,498,Matt Costello,SAS,24,4,2,2,8.1,0.5,0,0,1,2,3.8,0.5,5.5,0.5,0,1.8,0.3
2018,498,Jonathan Gibson,BOS,30,4,2,2,10,0.8,0.5,1.8,3,3,3,1.5,12.5,0,0,1.3,0.8
2018,506,Tim Quarterman,HOU,23,3,2,1,4.3,0,0,0,0.7,4,1.7,3.3,4.7,0,0,0.3,0.3
2018,506,Matt Williams Jr.,MIA,24,3,1,2,3.8,0,0,0,0,0,0.7,0,2,0,0,0.3,0
2018,506,Marquis Teague,MEM,25,3,0,3,24.6,1,0,0.7,2,11,5,7.7,23.3,0,0,1.7,1.7
2018,506,James Michael McAdoo,PHI,25,3,1,2,6,0,0,0,0,1.3,0.7,2,6.7,0.3,0,0.3,0.3
2018,506,Jarell Eddie,CHI,26,3,1,2,2.9,0,0,0,0,1,0,1,1.3,0,0,0,0
2018,506,David Stockton,UTA,27,3,3,0,3.1,0.7,0.7,0,0,2.7,0,1.3,3.3,0,0,1,0.7
2018,506,Monte Morris,DEN,23,3,2,1,8.4,0.7,0,0.7,2.7,2,4.3,1,5.3,0,0,0.3,0.7
2018,506,Jameel Warney,DAL,24,3,1,2,8.9,0.7,2.7,0,4,1.3,0.7,0.7,6.7,0,0.7,0.7,1.7
2018,506,Reggie Hearn,DET,26,3,3,0,2.2,0,0,0,0,1.3,2.3,0.7,1.3,0,0,0,0
2018,506,Josh Smith,NOP,32,3,2,1,3.9,0,0.7,0,0.7,0.7,0,0,2.7,0,0,1,0
2018,506,Jacob Pullen,PHI,28,3,2,1,2,0.7,0,0,0,0.7,0.7,0.7,3.3,0,0,0,0
2018,517,Ben Moore,IND,23,2,1,1,4.6,0,0,0,0,3.5,1,9.5,4,0,0,2,0.5
2018,517,Luis Montero,DET,25,2,1,1,4,0,0,0,0,3,0,1,4,0,0,0,0
2018,517,Andre Ingram,LAL,32,2,1,1,32.1,0,1.5,1.5,2,7.5,4,1,35,1.5,0,1.5,2.5
2018,517,Derrick Williams,LAL,27,2,1,1,4.3,1,0,0,1,2,0,1,1,0,1,0,0
2018,517,Josh McRoberts,DAL,31,2,2,0,2.9,0,0,0,0,0,0,0.5,0,0,0,1,0
2018,517,Xavier Silas,BOS,30,2,1,1,3.7,0,0,0,0,2.5,2,0,5,0,0,0.5,0
2018,517,PJ Dozier,OKC,21,2,1,1,1.6,0,0,0,1,0,1,0,3,0,0,0.5,0
2018,524,Justin Patton,MIN,21,1,0,1,3.7,0,0,0,0,4,2,0,0,0,0,1,0
2018,524,Anthony Brown,MIN,25,1,0,1,3.7,3,0,0,0,4,2,0,0,0,0,0,0
2018,524,Naz Mitrou-Long,UTA,24,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2018,524,Kendrick Perkins,CLE,33,1,0,1,14.5,0,0,0,2,6,5,5,16,0,1,1,1
2018,524,Chinanu Onuaku,HOU,21,1,0,1,21.6,2,0,2,4,8,4,2,16,0,0,4,2
2018,524,Tyler Lydon,DEN,22,1,1,0,2.2,0,0,0,0,0,2,3,4,0,0,0,0
2018,524,Chris Boucher,GSW,25,1,1,0,1.3,0,0,0,0,0,0,0,2,0,0,0,0
2018,524,Devin Robinson,WAS,23,1,0,1,13.2,0,2,0,2,2,0,2,6,0,1,2,2
2018,524,Edmond Sumner,IND,22,1,0,1,2.2,0,0,2,2,0,0,3,4,0,0,1,1
2018,524,Luol Deng,LAL,33,1,0,1,13.1,2,0,2,2,2,7,2,14,0,0,0,0
2018,524,Mindaugas Kuzminskas,NYK,28,1,0,1,1.9,0,0,0,0,0,0,0,0,0,1,0,0
2018,524,Trey McKinney-Jones,IND,27,1,1,0,1.2,0,0,0,0,0,0,0,2,0,0,0,0
2018,524,Gordon Hayward,BOS,28,1,0,1,5.3,0,0,0,2,2,2,2,2,0,0,1,0
2018,524,Scotty Hopson,DAL,28,1,0,1,8.4,1,0,1,0,4,2,7,18,0,0,0,1
2018,524,Aaron Jackson,HOU,32,1,0,1,34.5,0,0,0,4,11,6,7,36,0,1,4,3
2018,524,Jeremy Lin,BKN,29,1,0,1,25.2,6,0,2,6,13,11,24,36,0,1,3,4
2018,524,Jeremy Evans,ATL,30,1,0,1,5.4,0,2,0,2,5,4,2,6,0,0,1,0
